-99.8 9.17634e-14 3.26574e-07 0.000130989 -0.000303592
-99.6 1.83482e-13 6.53291e-07 0.000261979 -0.000607173
-99.4 2.7511e-13 9.80295e-07 0.000392972 -0.00091073
-99.2 3.66602e-13 1.30773e-06 0.000523967 -0.00121425
-99 4.57915e-13 1.63573e-06 0.000654967 -0.00151773
-98.8 5.49003e-13 1.96445e-06 0.000785972 -0.00182115
-98.6 6.39822e-13 2.29404e-06 0.000916984 -0.0021245
-98.4 7.30329e-13 2.62462e-06 0.001048 -0.00242776
-98.2 8.2048e-13 2.95636e-06 0.00117903 -0.00273094
-98 9.10232e-13 3.28939e-06 0.00131007 -0.00303401
-97.8 9.99543e-13 3.62386e-06 0.00144111 -0.00333696
-97.6 1.08837e-12 3.95991e-06 0.00157217 -0.00363978
-97.4 1.17668e-12 4.2977e-06 0.00170324 -0.00394247
-97.2 1.26442e-12 4.63737e-06 0.00183433 -0.004245
-97 1.35155e-12 4.97907e-06 0.00196543 -0.00454737
-96.8 1.43805e-12 5.32295e-06 0.00209655 -0.00484957
-96.6 1.52387e-12 5.66916e-06 0.00222768 -0.00515158
-96.4 1.60897e-12 6.01785e-06 0.00235883 -0.00545339
-96.2 1.69331e-12 6.36918e-06 0.00249 -0.00575499
-96 1.77688e-12 6.72329e-06 0.00262118 -0.00605637
-95.8 1.85962e-12 7.08035e-06 0.00275239 -0.00635752
-95.6 1.94151e-12 7.4405e-06 0.00288362 -0.00665842
-95.4 2.02251e-12 7.80391e-06 0.00301488 -0.00695907
-95.2 2.1026e-12 8.17073e-06 0.00314615 -0.00725944
-95 2.18175e-12 8.54113e-06 0.00327745 -0.00755954
-94.8 2.25993e-12 8.91527e-06 0.00340878 -0.00785934
-94.6 2.33711e-12 9.2933e-06 0.00354013 -0.00815884
-94.4 2.41327e-12 9.6754e-06 0.00367151 -0.00845803
-94.2 2.48839e-12 1.00617e-05 0.00380292 -0.00875689
-94 2.56243e-12 1.04525e-05 0.00393436 -0.00905541
-93.8 2.63539e-12 1.08478e-05 0.00406583 -0.00935358
-93.6 2.70724e-12 1.12478e-05 0.00419733 -0.00965138
-93.4 2.77797e-12 1.16528e-05 0.00432886 -0.00994882
-93.2 2.84755e-12 1.20629e-05 0.00446042 -0.0102459
-93 2.91597e-12 1.24782e-05 0.00459202 -0.0105425
-92.8 2.98322e-12 1.2899e-05 0.00472365 -0.0108388
-92.6 3.04928e-12 1.33255e-05 0.00485532 -0.0111346
-92.4 3.11414e-12 1.37577e-05 0.00498703 -0.01143
-92.2 3.1778e-12 1.4196e-05 0.00511877 -0.0117249
-92 3.24025e-12 1.46405e-05 0.00525055 -0.0120194
-91.8 3.30147e-12 1.50914e-05 0.00538237 -0.0123134
-91.6 3.36146e-12 1.55489e-05 0.00551423 -0.012607
-91.4 3.42022e-12 1.60132e-05 0.00564614 -0.0129
-91.2 3.47774e-12 1.64845e-05 0.00577808 -0.0131925
-91 3.53403e-12 1.6963e-05 0.00591007 -0.0134846
-90.8 3.58908e-12 1.74489e-05 0.0060421 -0.0137761
-90.6 3.64289e-12 1.79424e-05 0.00617417 -0.0140671
