0.0181456 0.0164653 0.0149428 0.0135631 0.0123129 0.0111798 0.010153 0.00922239 0.00837904 0.00761479 0.00692228 0.00629469 0.00572603 0.00521073 0.00474378 0.00432067 0.00393731 0.00359001 0.00327545 0.00299057 0.00273261 0.00249907 0.00228768 0.00209642 0.00192344 0.00176704 0.00162569 0.00149803 0.00138278 0.00127881 0.00118507 0.00110062 0.00102458 0.00095614 0.000894587 0.000839223 0.000789416 0.000744566 0.000704108 0.00066751 0.000634249 0.000603829 0.000575764 0.000549588 0.000524863 0.000501187 0.000478203 0.000455612 0.000433193 0.000410818 0.000388442 0.000366106 0.000343908 0.000321993 0.000300522 0.000279652 0.00025952 0.00024024 0.000221896 0.000204547 0.00018822 0.000172925 0.00015865 0.000145371 0.000133055 0.000121659 0.00011114 0.000101445 9.25248e-05 8.43303e-05 7.68104e-05 6.99173e-05 6.36031e-05 5.78244e-05 5.25384e-05 4.77052e-05 4.32881e-05 3.92519e-05 3.55635e-05 3.2193e-05 2.91122e-05 2.62952e-05 2.3718e-05 2.13581e-05 1.91946e-05 1.72085e-05 1.53822e-05 1.36991e-05 1.21443e-05 1.07035e-05 9.36339e-06 8.11172e-06 6.93679e-06 5.82762e-06 4.77381e-06 3.76544e-06 2.793e-06 1.84726e-06 0 
0.0164653 0.0330887 0.030029 0.0272565 0.0247439 0.022467 0.0204034 0.0185333 0.0168385 0.0153027 0.013911 0.0126498 0.011507 0.0104715 0.0095331 0.00868282 0.00791241 0.00721448 0.00658235 0.00600986 0.00549145 0.00502214 0.00459732 0.00421296 0.00386534 0.00355104 0.00326699 0.00301045 0.00277883 0.00256989 0.00238151 0.0022118 0.00205899 0.00192146 0.00179776 0.0016865 0.00158641 0.00149628 0.00141498 0.00134143 0.00127459 0.00121346 0.00115706 0.00110445 0.00105476 0.00100719 0.000960998 0.000915597 0.000870545 0.000825579 0.000780614 0.000735726 0.000691118 0.000647077 0.000603929 0.000561989 0.000521532 0.000482786 0.000445923 0.000411057 0.000378247 0.00034751 0.000318823 0.000292138 0.000267387 0.000244487 0.000223346 0.000203863 0.000185938 0.00016947 0.000154358 0.000140506 0.000127817 0.000116204 0.000105581 9.58684e-05 8.69918e-05 7.88806e-05 7.14683e-05 6.4695e-05 5.85039e-05 5.28428e-05 4.76637e-05 4.29212e-05 3.85735e-05 3.45823e-05 3.0912e-05 2.75298e-05 2.44053e-05 2.15097e-05 1.88167e-05 1.63013e-05 1.39402e-05 1.17112e-05 9.59344e-06 7.56703e-06 5.61282e-06 3.71226e-06 1.84726e-06 
0.0149428 0.030029 0.045403 0.0412109 0.0374121 0.0339693 0.0308493 0.0280218 0.0254593 0.0231372 0.021033 0.0191261 0.0173983 0.0158325 0.0144137 0.0131281 0.0119633 0.0109081 0.00995231 0.00908672 0.0083029 0.00759332 0.00695101 0.00636987 0.00584427 0.00536905 0.00493958 0.0045517 0.00420151 0.0038856 0.00360077 0.00334418 0.00311313 0.00290519 0.00271816 0.00254994 0.0023986 0.00226233 0.0021394 0.0020282 0.00192713 0.00183471 0.00174943 0.0016699 0.00159477 0.00152283 0.001453 0.00138435 0.00131624 0.00124825 0.00118026 0.00111239 0.00104495 0.00097836 0.000913122 0.000849709 0.00078854 0.000729957 0.000674221 0.000621506 0.000571898 0.000525424 0.00048205 0.000441704 0.000404281 0.000369656 0.000337693 0.000308235 0.000281132 0.000256234 0.000233385 0.00021244 0.000193255 0.000175697 0.000159635 0.00014495 0.000131529 0.000119265 0.000108058 9.78168e-05 8.8456e-05 7.98967e-05 7.2066e-05 6.48955e-05 5.8322e-05 5.22873e-05 4.6738e-05 4.16242e-05 3.69e-05 3.25219e-05 2.84502e-05 2.46471e-05 2.10771e-05 1.77069e-05 1.4505e-05 1.14411e-05 8.4864e-06 5.61282e-06 2.793e-06 
0.0135631 0.0272565 0.0412109 0.0555594 0.0504378 0.0457965 0.0415902 0.0377781 0.0343235 0.0311929 0.0283561 0.0257853 0.0234558 0.021345 0.0194322 0.017699 0.0161286 0.0147059 0.0134174 0.0122504 0.0111937 0.0102371 0.00937114 0.00858767 0.00787907 0.0072384 0.0066594 0.00613647 0.00566435 0.00523845 0.00485445 0.00450852 0.00419703 0.00391669 0.00366454 0.00343775 0.00323372 0.00305 0.00288428 0.00273435 0.00259811 0.0024735 0.00235853 0.00225131 0.00215002 0.00205304 0.00195889 0.00186635 0.00177451 0.00168285 0.0015912 0.0014997 0.00140877 0.001319 0.00123104 0.00114555 0.00106309 0.000984107 0.000908966 0.000837896 0.000771016 0.000708361 0.000649886 0.000595492 0.00054504 0.00049836 0.000455267 0.000415553 0.000379014 0.000345447 0.000314642 0.000286406 0.00026054 0.000236869 0.000215216 0.000195417 0.000177323 0.00016079 0.00014568 0.000131874 0.000119254 0.000107714 9.71573e-05 8.74902e-05 7.8628e-05 7.04923e-05 6.30107e-05 5.61165e-05 4.97475e-05 4.38451e-05 3.83557e-05 3.32285e-05 2.84155e-05 2.3872e-05 1.95552e-05 1.54246e-05 1.14411e-05 7.56703e-06 3.76544e-06 
0.0123129 0.0247439 0.0374121 0.0504378 0.0639448 0.0580605 0.0527278 0.0478949 0.0435151 0.0395461 0.0359497 0.0326904 0.0297371 0.027061 0.024636 0.0224387 0.0204477 0.0186441 0.0170105 0.015531 0.0141913 0.0129785 0.0118807 0.0108874 0.00998904 0.0091768 0.00844275 0.00777978 0.00718122 0.00664127 0.00615445 0.00571588 0.00532097 0.00496555 0.00464588 0.00435836 0.0040997 0.00386678 0.00365667 0.0034666 0.00329386 0.00313588 0.00299013 0.00285419 0.00272579 0.00260283 0.00248347 0.00236614 0.00224971 0.00213351 0.00201731 0.00190131 0.00178603 0.00167222 0.00156071 0.00145233 0.00134777 0.00124765 0.00115238 0.00106228 0.00097749 0.000898056 0.000823922 0.000754961 0.000690998 0.000631817 0.000577185 0.000526836 0.000480512 0.000437955 0.000398902 0.000363103 0.000330312 0.000300301 0.000272849 0.000247749 0.000224809 0.000203848 0.000184693 0.000167189 0.000151189 0.00013656 0.000123175 0.00011092 9.96841e-05 8.93697e-05 7.98847e-05 7.11441e-05 6.30696e-05 5.55866e-05 4.86272e-05 4.21268e-05 3.6025e-05 3.02647e-05 2.47919e-05 1.95552e-05 1.4505e-05 9.59344e-06 4.77381e-06 
0.0111798 0.022467 0.0339693 0.0457965 0.0580605 0.0708772 0.0643673 0.0584676 0.053121 0.0482759 0.0438855 0.0399068 0.0363016 0.0330347 0.0300744 0.027392 0.0249615 0.0227598 0.0207656 0.0189595 0.0173241 0.0158435 0.0145033 0.0132908 0.0121941 0.0112026 0.0103065 0.00949715 0.00876647 0.00810732 0.00751303 0.00697765 0.00649557 0.00606169 0.00567145 0.00532047 0.0050047 0.00472036 0.00446387 0.00423185 0.00402098 0.00382813 0.0036502 0.00348425 0.0033275 0.0031774 0.00303169 0.00288846 0.00274634 0.00260448 0.00246263 0.00232102 0.00218029 0.00204136 0.00190523 0.00177292 0.00164529 0.00152306 0.00140677 0.00129678 0.00119327 0.0010963 0.0010058 0.000921618 0.000843535 0.00077129 0.000704598 0.000643134 0.000586584 0.000534633 0.000486959 0.000443258 0.000403227 0.000366592 0.00033308 0.000302439 0.000274436 0.000248847 0.000225463 0.000204095 0.000184564 0.000166705 0.000150366 0.000135405 0.000121689 0.000109098 9.75191e-05 8.68491e-05 7.69921e-05 6.78572e-05 5.93616e-05 5.14263e-05 4.39775e-05 3.69456e-05 3.02647e-05 2.3872e-05 1.77069e-05 1.17112e-05 5.82762e-06 
0.010153 0.0204034 0.0308493 0.0415902 0.0527278 0.0643673 0.0766184 0.0695958 0.0632316 0.0574643 0.0522383 0.0475022 0.0432109 0.0393222 0.0357985 0.0326055 0.0297125 0.0270916 0.0247179 0.0225681 0.0206214 0.018859 0.0172637 0.0158204 0.014515 0.0133348 0.0122681 0.0113047 0.010435 0.00965039 0.00894299 0.00830571 0.00773187 0.00721541 0.0067509 0.00633311 0.00595724 0.00561879 0.00531348 0.00503729 0.00478629 0.00455673 0.00434495 0.00414741 0.00396082 0.00378216 0.00360871 0.00343823 0.00326905 0.00310019 0.00293134 0.00276278 0.00259527 0.00242989 0.00226786 0.00211037 0.00195844 0.00181295 0.00167452 0.00154359 0.00142038 0.00130496 0.00119724 0.00109703 0.00100409 0.00091809 0.000838705 0.000765542 0.000698229 0.00063639 0.000579642 0.000527623 0.000479974 0.000436366 0.000396475 0.000360003 0.000326669 0.00029621 0.000268376 0.000242941 0.000219692 0.000198434 0.000178985 0.000161176 0.00014485 0.000129863 0.00011608 0.000103379 9.1646e-05 8.07725e-05 7.06599e-05 6.12143e-05 5.23478e-05 4.39775e-05 3.6025e-05 2.84155e-05 2.10771e-05 1.39402e-05 6.93679e-06 
0.00922239 0.0185333 0.0280218 0.0377781 0.0478949 0.0584676 0.0695958 0.0813837 0.0739416 0.0671974 0.0610862 0.055548 0.0505298 0.0459825 0.0418619 0.0381281 0.0347451 0.0316803 0.0289045 0.0263906 0.0241141 0.0220533 0.0201878 0.0185 0.0169735 0.0155934 0.014346 0.0132195 0.0122024 0.0112849 0.0104577 0.0097125 0.00904148 0.00843754 0.00789435 0.0074058 0.00696626 0.00657048 0.00621346 0.0058905 0.00559698 0.00532854 0.00508088 0.00484989 0.0046317 0.00442277 0.00421995 0.00402058 0.00382275 0.00362529 0.00342784 0.00323073 0.00303485 0.00284145 0.00265198 0.00246781 0.00229016 0.00212002 0.00195814 0.00180504 0.00166096 0.00152599 0.00140002 0.00128284 0.00117415 0.00107359 0.000980762 0.000895208 0.000816493 0.00074418 0.00067782 0.000616991 0.00056127 0.000510276 0.000463629 0.000420979 0.000381999 0.000346382 0.000313833 0.000284089 0.000256903 0.000232044 0.000209302 0.000188476 0.000169385 0.000151858 0.000135741 0.000120889 0.000107169 9.44535e-05 8.2628e-05 7.15826e-05 6.12143e-05 5.14263e-05 4.21268e-05 3.32285e-05 2.46471e-05 1.63013e-05 8.11172e-06 
0.00837904 0.0168385 0.0254593 0.0343235 0.0435151 0.053121 0.0632316 0.0739416 0.085351 0.0775662 0.0705121 0.0641193 0.0583267 0.0530778 0.0483213 0.0440114 0.0401064 0.0365687 0.0333646 0.0304627 0.027835 0.0254562 0.0233029 0.0213546 0.0195926 0.0179995 0.0165597 0.0152593 0.0140853 0.0130263 0.0120714 0.0112112 0.0104366 0.00973948 0.00911248 0.00854854 0.00804119 0.00758433 0.00717223 0.00679942 0.00646062 0.00615075 0.00586488 0.00559824 0.00534639 0.00510522 0.0048711 0.00464097 0.00441261 0.00418469 0.00395677 0.00372925 0.00350314 0.0032799 0.00306119 0.00284861 0.00264354 0.00244714 0.00226029 0.00208357 0.00191726 0.00176146 0.00161605 0.00148079 0.00135533 0.00123925 0.0011321 0.00103334 0.000942481 0.000859009 0.00078241 0.000712195 0.000647877 0.000589014 0.000535169 0.000485937 0.000440943 0.00039983 0.000362258 0.000327926 0.000296544 0.000267849 0.000241598 0.000217559 0.000195521 0.000175291 0.000156687 0.000139543 0.000123705 0.000109028 9.53778e-05 8.2628e-05 7.06599e-05 5.93616e-05 4.86272e-05 3.83557e-05 2.84502e-05 1.88167e-05 9.36339e-06 
0.00761479 0.0153027 0.0231372 0.0311929 0.0395461 0.0482759 0.0574643 0.0671974 0.0775662 0.0886672 0.0806035 0.0732959 0.0666743 0.0606741 0.0552369 0.0503102 0.0458463 0.0418023 0.0381396 0.0348225 0.0318187 0.0290994 0.0266379 0.0244109 0.0223966 0.0205755 0.0189297 0.0174432 0.0161012 0.0148905 0.013799 0.0128157 0.0119303 0.0111334 0.0104166 0.00977198 0.00919202 0.00866978 0.00819869 0.00777254 0.00738524 0.00703103 0.00670424 0.00639945 0.00611154 0.00583586 0.00556824 0.00530518 0.00504413 0.00478359 0.00452305 0.00426296 0.0040045 0.00374931 0.0034993 0.00325629 0.00302187 0.00279737 0.00258378 0.00238176 0.00219165 0.00201355 0.00184733 0.00169271 0.0015493 0.00141661 0.00129412 0.00118123 0.00107737 0.000981948 0.000894386 0.000814122 0.000740599 0.000673311 0.000611761 0.000555483 0.00050405 0.000457052 0.000414104 0.000374857 0.000338985 0.000306183 0.000276174 0.000248695 0.000223504 0.000200378 0.000179111 0.000159514 0.00014141 0.000124632 0.000109028 9.44535e-05 8.07725e-05 6.78572e-05 5.55866e-05 4.38451e-05 3.25219e-05 2.15097e-05 1.07035e-05 
