30 0 0 373
30 0 0.02 373
30 0 0.04 373
30 0 0.06 373
30 0 0.08 373
30 0 0.1 373
30 0 0.12 373
30 0 0.14 373
30 0 0.16 373
30 0 0.18 373
30 0 0.2 373
30 0 0.22 373
30 0 0.24 373
30 0 0.26 373
30 0 0.28 373
30 0 0.3 373
30 0 0.32 373
30 0 0.34 373
30 0 0.36 373
30 0 0.38 373
30 0 0.4 373
30 0 0.42 373
30 0 0.44 373
30 0 0.46 373
30 0 0.48 373
30 0 0.5 373
30 0 0.52 373
30 0 0.54 373
30 0 0.56 373
30 0 0.58 373
30 0 0.6 373
30 0 0.62 373
30 0 0.64 373
30 0 0.66 373
30 0 0.68 373
30 0 0.7 373
30 0 0.72 373
30 0 0.74 373
30 0 0.76 373
30 0 0.78 373
30 0 0.8 373
30 0 0.82 373
30 0 0.84 373
30 0 0.86 373
30 0 0.88 373
30 0 0.9 373
30 0 0.92 373
30 0 0.94 373
30 0 0.96 373
30 0 0.98 373
30 0.02 0 373
30 0.02 0.02 372.676
30 0.02 0.04 372.353
30 0.02 0.06 372.034
30 0.02 0.08 371.72
30 0.02 0.1 371.413
30 0.02 0.12 371.115
30 0.02 0.14 370.826
30 0.02 0.16 370.549
30 0.02 0.18 370.284
30 0.02 0.2 370.032
30 0.02 0.22 369.794
30 0.02 0.24 369.572
30 0.02 0.26 369.365
30 0.02 0.28 369.174
30 0.02 0.3 369
30 0.02 0.32 368.843
30 0.02 0.34 368.703
30 0.02 0.36 368.581
30 0.02 0.38 368.476
30 0.02 0.4 368.388
30 0.02 0.42 368.318
30 0.02 0.44 368.265
30 0.02 0.46 368.23
30 0.02 0.48 368.213
30 0.02 0.5 368.213
30 0.02 0.52 368.23
30 0.02 0.54 368.265
30 0.02 0.56 368.318
30 0.02 0.58 368.388
30 0.02 0.6 368.475
30 0.02 0.62 368.58
30 0.02 0.64 368.703
30 0.02 0.66 368.843
30 0.02 0.68 369.001
30 0.02 0.7 369.175
30 0.02 0.72 369.366
30 0.02 0.74 369.573
30 0.02 0.76 369.796
30 0.02 0.78 370.034
30 0.02 0.8 370.286
30 0.02 0.82 370.552
30 0.02 0.84 370.829
30 0.02 0.86 371.118
30 0.02 0.88 371.417
30 0.02 0.9 371.723
30 0.02 0.92 372.036
30 0.02 0.94 372.355
30 0.02 0.96 372.677
30 0.02 0.98 373
30 0.04 0 373
30 0.04 0.02 372.353
30 0.04 0.04 371.71
30 0.04 0.06 371.073
30 0.04 0.08 370.448
30 0.04 0.1 369.836
30 0.04 0.12 369.241
30 0.04 0.14 368.665
30 0.04 0.16 368.112
30 0.04 0.18 367.583
30 0.04 0.2 367.08
30 0.04 0.22 366.606
30 0.04 0.24 366.163
30 0.04 0.26 365.75
30 0.04 0.28 365.37
30 0.04 0.3 365.023
30 0.04 0.32 364.71
30 0.04 0.34 364.431
30 0.04 0.36 364.187
30 0.04 0.38 363.977
30 0.04 0.4 363.802
30 0.04 0.42 363.663
30 0.04 0.44 363.558
30 0.04 0.46 363.488
30 0.04 0.48 363.453
30 0.04 0.5 363.453
30 0.04 0.52 363.488
30 0.04 0.54 363.557
30 0.04 0.56 363.662
30 0.04 0.58 363.802
30 0.04 0.6 363.976
30 0.04 0.62 364.186
30 0.04 0.64 364.431
30 0.04 0.66 364.71
30 0.04 0.68 365.024
30 0.04 0.7 365.371
30 0.04 0.72 365.752
30 0.04 0.74 366.166
30 0.04 0.76 366.61
30 0.04 0.78 367.085
30 0.04 0.8 367.588
30 0.04 0.82 368.117
30 0.04 0.84 368.671
30 0.04 0.86 369.247
30 0.04 0.88 369.842
30 0.04 0.9 370.454
30 0.04 0.92 371.078
30 0.04 0.94 371.713
30 0.04 0.96 372.355
30 0.04 0.98 373
30 0.06 0 373
