-99.8 8.01981e-14 3.26574e-07 0.000131034 0.000303579
-99.6 1.60358e-13 6.53292e-07 0.000262069 0.000607146
-99.4 2.40443e-13 9.80295e-07 0.000393106 0.00091069
-99.2 3.20414e-13 1.30773e-06 0.000524147 0.0012142
-99 4.00234e-13 1.63573e-06 0.000655191 0.00151766
-98.8 4.79866e-13 1.96445e-06 0.000786241 0.00182107
-98.6 5.59273e-13 2.29404e-06 0.000917297 0.0021244
-98.4 6.38418e-13 2.62462e-06 0.00104836 0.00242766
-98.2 7.17265e-13 2.95636e-06 0.00117943 0.00273082
-98 7.95778e-13 3.28939e-06 0.00131051 0.00303387
-97.8 8.73923e-13 3.62386e-06 0.00144161 0.00333681
-97.6 9.51664e-13 3.95991e-06 0.00157271 0.00363962
-97.4 1.02897e-12 4.2977e-06 0.00170383 0.0039423
-97.2 1.1058e-12 4.63737e-06 0.00183496 0.00424482
-97 1.18213e-12 4.97907e-06 0.0019661 0.00454717
-96.8 1.25793e-12 5.32295e-06 0.00209726 0.00484936
-96.6 1.33316e-12 5.66917e-06 0.00222844 0.00515135
-96.4 1.4078e-12 6.01786e-06 0.00235963 0.00545315
-96.2 1.48182e-12 6.36918e-06 0.00249085 0.00575474
-96 1.55518e-12 6.72329e-06 0.00262208 0.00605611
-95.8 1.62786e-12 7.08035e-06 0.00275333 0.00635724
-95.6 1.69984e-12 7.4405e-06 0.00288461 0.00665813
-95.4 1.77109e-12 7.80391e-06 0.0030159 0.00695876
-95.2 1.84159e-12 8.17073e-06 0.00314722 0.00725912
-95 1.91131e-12 8.54113e-06 0.00327857 0.0075592
-94.8 1.98023e-12 8.91527e-06 0.00340994 0.007859
-94.6 2.04834e-12 9.2933e-06 0.00354134 0.00815848
-94.4 2.11561e-12 9.67541e-06 0.00367276 0.00845766
-94.2 2.18203e-12 1.00617e-05 0.00380421 0.0087565
-94 2.24757e-12 1.04525e-05 0.00393569 0.00905501
-93.8 2.31223e-12 1.08478e-05 0.00406721 0.00935316
-93.6 2.37599e-12 1.12478e-05 0.00419875 0.00965096
-93.4 2.43883e-12 1.16528e-05 0.00433032 0.00994838
-93.2 2.50075e-12 1.20629e-05 0.00446193 0.0102454
-93 2.56173e-12 1.24782e-05 0.00459357 0.010542
-92.8 2.62177e-12 1.2899e-05 0.00472525 0.0108383
-92.6 2.68085e-12 1.33255e-05 0.00485696 0.0111341
-92.4 2.73897e-12 1.37577e-05 0.00498871 0.0114295
-92.2 2.79612e-12 1.4196e-05 0.0051205 0.0117244
-92 2.8523e-12 1.46405e-05 0.00525232 0.0120189
-91.8 2.9075e-12 1.50914e-05 0.00538418 0.0123129
-91.6 2.96172e-12 1.55489e-05 0.00551609 0.0126064
-91.4 3.01497e-12 1.60132e-05 0.00564803 0.0128994
-91.2 3.06723e-12 1.64845e-05 0.00578002 0.013192
-91 3.11851e-12 1.6963e-05 0.00591205 0.013484
-90.8 3.16882e-12 1.74489e-05 0.00604412 0.0137755
-90.6 3.21814e-12 1.79424e-05 0.00617624 0.0140664
-90.4 3.2665e-12 1.84438e-05 0.0063084 0.0143568
-90.2 3.31388e-12 1.89533e-05 0.00644061 0.0146467
-90 3.3603e-12 1.9471e-05 0.00657286 0.0149359
-89.8 3.40577e-12 1.99972e-05 0.00670517 0.0152246
-89.6 3.45028e-12 2.05322e-05 0.00683752 0.0155127
-89.4 3.49385e-12 2.10762e-05 0.00696992 0.0158002
-89.2 3.53648e-12 2.16293e-05 0.00710237 0.0160871
-89 3.57819e-12 2.21919e-05 0.00723487 0.0163733
-88.8 3.61898e-12 2.27642e-05 0.00736742 0.0166589
-88.6 3.65886e-12 2.33465e-05 0.00750003 0.0169438
-88.4 3.69785e-12 2.39389e-05 0.00763268 0.0172281
-88.2 3.73595e-12 2.45418e-05 0.0077654 0.0175117
-88 3.77318e-12 2.51555e-05 0.00789816 0.0177946
-87.8 3.80955e-12 2.57801e-05 0.00803099 0.0180768
-87.6 3.84506e-12 2.64159e-05 0.00816387 0.0183583
-87.4 3.87974e-12 2.70634e-05 0.0082968 0.0186391
-87.2 3.9136e-12 2.77226e-05 0.0084298 0.0189191
-87 3.94664e-12 2.83939e-05 0.00856285 0.0191984
-86.8 3.97889e-12 2.90777e-05 0.00869596 0.0194769
-86.6 4.01036e-12 2.97741e-05 0.00882913 0.0197547
-86.4 4.04106e-12 3.04835e-05 0.00896236 0.0200317
-86.2 4.071e-12 3.12063e-05 0.00909565 0.0203079
-86 4.1002e-12 3.19426e-05 0.00922901 0.0205833
-85.8 4.12868e-12 3.2693e-05 0.00936242 0.0208578
-85.6 4.15644e-12 3.34575e-05 0.0094959 0.0211316
-85.4 4.18351e-12 3.42367e-05 0.00962945 0.0214045
-85.2 4.20989e-12 3.50309e-05 0.00976306 0.0216765
-85 4.23561e-12 3.58403e-05 0.00989673 0.0219477
-84.8 4.26067e-12 3.66653e-05 0.0100305 0.0222181
-84.6 4.28509e-12 3.75064e-05 0.0101643 0.0224875
-84.4 4.30888e-12 3.83638e-05 0.0102982 0.0227561
-84.2 4.33206e-12 3.9238e-05 0.0104321 0.0230237
-84 4.35464e-12 4.01293e-05 0.0105661 0.0232904
-83.8 4.37663e-12 4.10381e-05 0.0107002 0.0235562
-83.6 4.39806e-12 4.19648e-05 0.0108343 0.0238211
-83.4 4.41892e-12 4.29098e-05 0.0109685 0.024085
-83.2 4.43924e-12 4.38735e-05 0.0111028 0.024348
-83 4.45903e-12 4.48564e-05 0.0112372 0.0246099
-82.8 4.4783e-12 4.58588e-05 0.0113716 0.0248709
-82.6 4.49705e-12 4.68812e-05 0.0115061 0.0251309
-82.4 4.51532e-12 4.79241e-05 0.0116407 0.0253899
-82.2 4.53309e-12 4.89879e-05 0.0117754 0.0256479
-82 4.5504e-12 5.0073e-05 0.0119101 0.0259048
-81.8 4.56724e-12 5.118e-05 0.0120449 0.0261607
-81.6 4.58364e-12 5.23093e-05 0.0121798 0.0264156
-81.4 4.59959e-12 5.34613e-05 0.0123147 0.0266694
-81.2 4.61511e-12 5.46367e-05 0.0124497 0.0269221
-81 4.63022e-12 5.58359e-05 0.0125848 0.0271737
-80.8 4.64492e-12 5.70595e-05 0.01272 0.0274242
-80.6 4.65921e-12 5.83079e-05 0.0128553 0.0276737
-80.4 4.67312e-12 5.95817e-05 0.0129906 0.027922
-80.2 4.68665e-12 6.08815e-05 0.013126 0.0281692
-80 4.6998e-12 6.22078e-05 0.0132615 0.0284152
-79.8 4.71259e-12 6.35612e-05 0.013397 0.0286601
-79.6 4.72502e-12 6.49423e-05 0.0135327 0.0289039
-79.4 4.73711e-12 6.63517e-05 0.0136684 0.0291465
-79.2 4.74886e-12 6.77901e-05 0.0138042 0.0293879
-79 4.76027e-12 6.92579e-05 0.0139401 0.0296281
-78.8 4.77137e-12 7.07559e-05 0.0140761 0.0298671
-78.6 4.78214e-12 7.22847e-05 0.0142121 0.0301048
-78.4 4.79261e-12 7.3845e-05 0.0143483 0.0303414
-78.2 4.80277e-12 7.54375e-05 0.0144845 0.0305767
-78 4.81263e-12 7.70628e-05 0.0146208 0.0308108
-77.8 4.82221e-12 7.87216e-05 0.0147571 0.0310436
-77.6 4.8315e-12 8.04147e-05 0.0148936 0.0312752
-77.4 4.84051e-12 8.21429e-05 0.0150301 0.0315055
-77.2 4.84926e-12 8.39068e-05 0.0151667 0.0317345
-77 4.85773e-12 8.57072e-05 0.0153035 0.0319622
-76.8 4.86595e-12 8.75449e-05 0.0154402 0.0321885
-76.6 4.87391e-12 8.94207e-05 0.0155771 0.0324136
-76.4 4.88162e-12 9.13354e-05 0.0157141 0.0326374
-76.2 4.88909e-12 9.32899e-05 0.0158511 0.0328598
-76 4.89632e-12 9.52849e-05 0.0159882 0.0330808
-75.8 4.90331e-12 9.73214e-05 0.0161254 0.0333005
-75.6 4.91008e-12 9.94003e-05 0.0162627 0.0335188
-75.4 4.91662e-12 0.000101522 0.0164001 0.0337358
-75.2 4.92295e-12 0.000103689 0.0165376 0.0339513
-75 4.92906e-12 0.0001059 0.0166751 0.0341655
-74.8 4.93496e-12 0.000108157 0.0168127 0.0343782
-74.6 4.94066e-12 0.000110462 0.0169505 0.0345895
-74.4 4.94616e-12 0.000112814 0.0170883 0.0347994
-74.2 4.95147e-12 0.000115216 0.0172261 0.0350079
-74 4.95658e-12 0.000117667 0.0173641 0.0352149
-73.8 4.96151e-12 0.00012017 0.0175022 0.0354204
-73.6 4.96626e-12 0.000122725 0.0176403 0.0356244
-73.4 4.97083e-12 0.000125333 0.0177785 0.035827
-73.2 4.97523e-12 0.000127996 0.0179168 0.0360281
-73 4.97947e-12 0.000130714 0.0180552 0.0362277
-72.8 4.98354e-12 0.000133489 0.0181937 0.0364258
-72.6 4.98746e-12 0.000136322 0.0183323 0.0366224
-72.4 4.99122e-12 0.000139215 0.0184709 0.0368174
-72.2 4.99483e-12 0.000142168 0.0186097 0.0370109
-72 4.9983e-12 0.000145182 0.0187485 0.0372028
-71.8 5.00162e-12 0.00014826 0.0188874 0.0373932
-71.6 5.00482e-12 0.000151402 0.0190264 0.037582
-71.4 5.00788e-12 0.000154609 0.0191654 0.0377693
-71.2 5.01081e-12 0.000157884 0.0193046 0.0379549
-71 5.01363e-12 0.000161228 0.0194438 0.038139
-70.8 5.01632e-12 0.000164641 0.0195831 0.0383214
-70.6 5.01891e-12 0.000168126 0.0197225 0.0385022
-70.4 5.02138e-12 0.000171683 0.019862 0.0386815
-70.2 5.02376e-12 0.000175316 0.0200016 0.038859
-70 5.02603e-12 0.000179024 0.0201412 0.039035
-69.8 5.02821e-12 0.00018281 0.0202809 0.0392092
-69.6 5.03029e-12 0.000186675 0.0204207 0.0393818
-69.4 5.0323e-12 0.000190621 0.0205606 0.0395528
-69.2 5.03422e-12 0.00019465 0.0207006 0.039722
-69 5.03606e-12 0.000198764 0.0208406 0.0398896
-68.8 5.03783e-12 0.000202963 0.0209808 0.0400555
-68.6 5.03954e-12 0.000207251 0.021121 0.0402197
-68.4 5.04118e-12 0.000211628 0.0212613 0.0403821
-68.2 5.04276e-12 0.000216097 0.0214016 0.0405428
-68 5.04429e-12 0.00022066 0.021542 0.0407018
-67.8 5.04576e-12 0.000225318 0.0216826 0.0408591
-67.6 5.04719e-12 0.000230074 0.0218231 0.0410146
-67.4 5.04858e-12 0.000234929 0.0219638 0.0411683
-67.2 5.04993e-12 0.000239887 0.0221046 0.0413202
-67 5.05125e-12 0.000244948 0.0222454 0.0414704
-66.8 5.05253e-12 0.000250115 0.0223862 0.0416188
-66.6 5.0538e-12 0.000255391 0.0225272 0.0417654
-66.4 5.05504e-12 0.000260777 0.0226682 0.0419102
-66.2 5.05626e-12 0.000266276 0.0228093 0.0420532
-66 5.05747e-12 0.00027189 0.0229505 0.0421944
-65.8 5.05867e-12 0.000277622 0.0230917 0.0423337
-65.6 5.05987e-12 0.000283475 0.0232331 0.0424712
-65.4 5.06106e-12 0.000289449 0.0233744 0.0426069
-65.2 5.06226e-12 0.000295549 0.0235159 0.0427406
-65 5.06346e-12 0.000301777 0.0236574 0.0428726
-64.8 5.06467e-12 0.000308136 0.0237989 0.0430026
-64.6 5.0659e-12 0.000314627 0.0239406 0.0431308
