0 473
0.02 467.12
0.04 461.273
0.06 455.491
0.08 449.807
0.1 444.25
0.12 438.849
0.14 433.63
0.16 428.617
0.18 423.831
0.2 419.292
0.22 415.013
0.24 411.009
0.26 407.289
0.28 403.862
0.3 400.732
0.32 397.903
0.34 395.377
0.36 393.153
0.38 391.232
0.4 389.611
0.42 388.289
0.44 387.263
0.46 386.531
0.48 386.093
0.5 385.947
0.52 386.093
0.54 386.531
0.56 387.263
0.58 388.289
0.6 389.611
0.62 391.232
0.64 393.153
0.66 395.377
0.68 397.903
0.7 400.732
0.72 403.862
0.74 407.289
0.76 411.009
0.78 415.013
0.8 419.292
0.82 423.831
0.84 428.617
0.86 433.63
0.88 438.849
0.9 444.25
0.92 449.807
0.94 455.491
0.96 461.273
0.98 467.12
1 473
