0 0 1 0
1 0.01 0.99995 -0.00990001
2 0.02 0.999803 -0.0196001
3 0.03 0.999559 -0.0291005
4 0.04 0.999221 -0.0384016
5 0.05 0.998792 -0.047504
6 0.06 0.998272 -0.0564083
7 0.07 0.997664 -0.0651154
8 0.08 0.99697 -0.0736262
9 0.09 0.996192 -0.0819419
10 0.1 0.995332 -0.0900638
11 0.11 0.994392 -0.0979932
12 0.12 0.993373 -0.105732
13 0.13 0.992278 -0.113281
14 0.14 0.991108 -0.120643
15 0.15 0.989865 -0.12782
16 0.16 0.988552 -0.134813
17 0.17 0.98717 -0.141626
18 0.18 0.98572 -0.14826
19 0.19 0.984205 -0.154717
20 0.2 0.982626 -0.161001
21 0.21 0.980986 -0.167114
22 0.22 0.979285 -0.173059
23 0.23 0.977525 -0.178839
24 0.24 0.975708 -0.184457
25 0.25 0.973836 -0.189916
26 0.26 0.971911 -0.195219
27 0.27 0.969933 -0.20037
28 0.28 0.967904 -0.205372
29 0.29 0.965826 -0.210229
30 0.3 0.9637 -0.214945
31 0.31 0.961527 -0.219522
32 0.32 0.95931 -0.223965
33 0.33 0.957048 -0.228278
34 0.34 0.954744 -0.232464
35 0.35 0.952399 -0.236528
36 0.36 0.950014 -0.240474
37 0.37 0.94759 -0.244306
38 0.38 0.945129 -0.248027
39 0.39 0.94263 -0.251643
40 0.4 0.940096 -0.255157
41 0.41 0.937527 -0.258574
42 0.42 0.934925 -0.261899
43 0.43 0.93229 -0.265135
44 0.44 0.929622 -0.268286
45 0.45 0.926924 -0.271358
46 0.46 0.924195 -0.274355
47 0.47 0.921437 -0.277282
48 0.48 0.91865 -0.280142
49 0.49 0.915835 -0.28294
50 0.5 0.912991 -0.285681
51 0.51 0.910121 -0.28837
52 0.52 0.907224 -0.29101
53 0.53 0.904301 -0.293606
54 0.54 0.901352 -0.296163
55 0.55 0.898378 -0.298685
56 0.56 0.895379 -0.301177
57 0.57 0.892355 -0.303642
58 0.58 0.889306 -0.306086
59 0.59 0.886233 -0.308512
60 0.6 0.883136 -0.310924
61 0.61 0.880014 -0.313328
62 0.62 0.876869 -0.315727
63 0.63 0.8737 -0.318125
64 0.64 0.870507 -0.320526
65 0.65 0.867289 -0.322934
66 0.66 0.864048 -0.325354
67 0.67 0.860782 -0.327789
68 0.68 0.857492 -0.330242
69 0.69 0.854177 -0.332718
70 0.7 0.850838 -0.33522
71 0.71 0.847473 -0.337752
72 0.72 0.844082 -0.340316
73 0.73 0.840666 -0.342918
74 0.74 0.837224 -0.345558
75 0.75 0.833755 -0.348242
76 0.76 0.830259 -0.350971
77 0.77 0.826735 -0.353749
78 0.78 0.823184 -0.356579
79 0.79 0.819604 -0.359464
80 0.8 0.815994 -0.362405
81 0.81 0.812355 -0.365406
82 0.82 0.808686 -0.368468
83 0.83 0.804986 -0.371595
84 0.84 0.801254 -0.374788
85 0.85 0.79749 -0.37805
86 0.86 0.793693 -0.381381
87 0.87 0.789862 -0.384785
88 0.88 0.785997 -0.388262
89 0.89 0.782096 -0.391814
90 0.9 0.77816 -0.395443
91 0.91 0.774187 -0.39915
92 0.92 0.770177 -0.402935
93 0.93 0.766128 -0.4068
94 0.94 0.762041 -0.410746
95 0.95 0.757913 -0.414773
96 0.96 0.753745 -0.418882
97 0.97 0.749535 -0.423073
98 0.98 0.745283 -0.427347
99 0.99 0.740988 -0.431703
100 1 0.736649 -0.436142
101 1.01 0.732265 -0.440663
102 1.02 0.727835 -0.445267
103 1.03 0.723359 -0.449952
104 1.04 0.718836 -0.454719
105 1.05 0.714265 -0.459565
106 1.06 0.709644 -0.464492
107 1.07 0.704975 -0.469497
108 1.08 0.700254 -0.47458
109 1.09 0.695483 -0.479738
110 1.1 0.690659 -0.484972
111 1.11 0.685783 -0.490279
112 1.12 0.680853 -0.495657
113 1.13 0.67587 -0.501105
114 1.14 0.670831 -0.506621
115 1.15 0.665737 -0.512203
116 1.16 0.660587 -0.517849
117 1.17 0.65538 -0.523556
118 1.18 0.650116 -0.529321
119 1.19 0.644793 -0.535143
120 1.2 0.639412 -0.541019
121 1.21 0.633973 -0.546946
122 1.22 0.628473 -0.55292
123 1.23 0.622914 -0.55894
124 1.24 0.617294 -0.565001
125 1.25 0.611614 -0.571102
126 1.26 0.605872 -0.577237
127 1.27 0.600069 -0.583405
128 1.28 0.594204 -0.589601
129 1.29 0.588277 -0.595822
130 1.3 0.582288 -0.602064
131 1.31 0.576236 -0.608323
132 1.32 0.570121 -0.614596
133 1.33 0.563944 -0.620879
134 1.34 0.557704 -0.627167
135 1.35 0.5514 -0.633457
